awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate,asofdate_iso,award_age,award_decade,clean_award_name,award_category,is_recent,is_historical,possible_duplicate
1505,"Primate Conservation, Incorporated",7693,"Primate Conservation, Incorporated Grant",720587,Cheryl D. Knott,1999.0,371793,U81688423,0000-0002-1940-7199,"Knott, Cheryl D",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,26.0,1990s,"Primate Conservation, Incorporated Grant",Standard Award,False,False,False
1185,Wenner-Gren Foundation,10807,Engaged Research Grant,1077296,"Knott, Cheryl D.",2014.0,371793,U81688423,0000-0002-1940-7199,"Knott, Cheryl D",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,11.0,2010s,Engaged Research Grant,Standard Award,False,False,False
1185,Wenner-Gren Foundation,10808,Post-Ph.D. Research Grant,1090960,"Knott, Cheryl D.",2012.0,371793,U81688423,0000-0002-1940-7199,"Knott, Cheryl D",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Post-Ph.D. Research Grant,Standard Award,False,False,False
191,John Simon Guggenheim Memorial Foundation,1809,Guggenheim Fellowship,287654,Matt Cartmill,1985.0,371795,U44325589,0000-0002-8003-6104,"Cartmill, Matthew",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,40.0,1980s,Guggenheim Fellowship,Major Award,False,False,False
12,American Anthropological Association,3103,Biological Anthropology Section/W W Howells Book Award,226618,Matt Cartmill,1993.0,371795,U44325589,0000-0002-8003-6104,"Cartmill, Matthew",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,32.0,1990s,Biological Anthropology Section - W W Howells Book Award,Notable Award,False,False,False
320,American Society for Environmental History,2674,George Perkins Marsh Prize for Best Book in Environmental History,222308,Matt Cartmill,1995.0,371795,U44325589,0000-0002-8003-6104,"Cartmill, Matthew",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,30.0,1990s,George Perkins Marsh Prize for Best Book in Environmental History,Notable Award,False,False,False
286,"American Association for the Advancement of Science, The (AAAS)",3444,AAAS Fellow,754274,"Cartmill, Matt",1983.0,371795,U44325589,0000-0002-8003-6104,"Cartmill, Matthew",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,42.0,1980s,AAAS Fellow,Notable Award,False,False,False
1035,American Association of Biological Anthropologists,4935,Charles R. Darwin Lifetime Achievement Award,970797,Matt Cartmill,2019.0,371795,U44325589,0000-0002-8003-6104,"Cartmill, Matthew",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Charles R. Darwin Lifetime Achievement Award,Notable Award,True,False,False
1139,National Institutes of Health (NIH),9927,NIH Outstanding Investigator Award (R35),1668932,"BRADHAM, CYNTHIA",2023.0,371801,U63972355,0000-0001-8309-5807,"Bradham, Cynthia A",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,NIH Outstanding Investigator Award (R35),Standard Award,True,False,False
68,American Geophysical Union,3545,Union Fellow,1647867,Sergio Fagherazzi,2023.0,371812,U03514331,0000-0002-4048-5968,"Fagherazzi, Sergio",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Union Fellow,Standard Award,True,False,False
3,Alfred P. Sloan Foundation,6320,Sloan Research Fellowship-Earth System Science,566464,Robinson W. Fulweiler,2012.0,371814,U59820817,0000-0003-0871-4246,"Fulweiler, Robinson W",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Sloan Research Fellowship-Earth System Science,Standard Award,False,False,False
138,Association for the Sciences of Limnology and Oceanography,10817,ASLO Fellow,986587,R. Wally Fulweiler,2016.0,371814,U59820817,0000-0003-0871-4246,"Fulweiler, Robinson W",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,ASLO Fellow,Standard Award,True,False,False
1162,Coastal and Estuarine Research Federation,13146,Cronin Award /Early Achievement,1114580,Robinson 'Wally' Fulweiler,2013.0,371814,U59820817,0000-0003-0871-4246,"Fulweiler, Robinson W",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,12.0,2010s,Cronin Award  - Early Achievement,Standard Award,False,False,False
413,National Bureau of Economic Research(NBER),3019,NBER Affiliated Scholars,206698,Daniele Paserman,2007.0,371817,U97670353,0000-0003-0177-748X,"Paserman, M Daniele",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,18.0,2000s,NBER Affiliated Scholars,Standard Award,False,False,False
3372,IZA Institute of Labor Economics,21708,IZA Research Fellow,1541954,"Paserman, M. Daniele",2003.0,371817,U97670353,0000-0003-0177-748X,"Paserman, M Daniele",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,22.0,2000s,IZA Research Fellow,Standard Award,False,False,False
413,National Bureau of Economic Research(NBER),3019,NBER Affiliated Scholars,823848,Stefania Garetto,2018.0,371818,U00773544,,"Garetto, Stefania",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,NBER Affiliated Scholars,Standard Award,True,False,False
1483,Emerald Publishing,8932,Outstanding Author Contributions,887560,Zhongjun Qu,2013.0,371819,U06543093,,"Qu, Zhongjun",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,12.0,2010s,Outstanding Author Contributions,Standard Award,False,False,False
6,American Academy of Arts and Sciences,101,American Academy of Arts and Sciences Member/Fellow,358834,"Epstein , Larry G.",2013.0,371824,U62682303,0000-0002-1145-7407,"Epstein, Larry G",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,12.0,2010s,American Academy of Arts and Sciences Member - Fellow,Major Award,False,False,False
970,"Econometric Society, The",5419,Econometric Society Fellow,445043,LARRY G. EPSTEIN,1989.0,371824,U62682303,0000-0002-1145-7407,"Epstein, Larry G",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,36.0,1980s,Econometric Society Fellow,Standard Award,False,False,False
426,Harvard Society of Fellows,3304,Harvard Society Junior Fellows,236230,Anna Henchman,2004.0,371827,U37475400,,"Henchman, Anna A",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,21.0,2000s,Harvard Society Junior Fellows,Major Award,False,False,False
426,Harvard Society of Fellows,3304,Harvard Society Junior Fellows,236257,Anna Henchman,2007.0,371827,U37475400,,"Henchman, Anna A",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,18.0,2000s,Harvard Society Junior Fellows,Major Award,False,False,False
54,American Council of Learned Societies (ACLS),479,ACLS Fellows (ACLS/SSRC/NEH International and Area Studies Fellowships and ACLS/New York Public Library Fellowships),1006906,Anna Henchman?,2019.0,371827,U37475400,,"Henchman, Anna A",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,ACLS Fellows (ACLS - SSRC - NEH International and Area Studies Fellowships and ACLS - New York Public Library Fellowships),Major Award,True,False,False
2554,Stanford University,2972,Stanford Humanities Center/External Faculty Fellowship,276273,"Appleford , Amy",2010.0,371829,U76371664,,"Appleford, Amy Rose",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,15.0,2010s,Stanford Humanities Center - External Faculty Fellowship,Notable Award,False,False,False
54,American Council of Learned Societies (ACLS),479,ACLS Fellows (ACLS/SSRC/NEH International and Area Studies Fellowships and ACLS/New York Public Library Fellowships),1383136,Amy Appleford,2020.0,371829,U76371664,,"Appleford, Amy Rose",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,5.0,2020s,ACLS Fellows (ACLS - SSRC - NEH International and Area Studies Fellowships and ACLS - New York Public Library Fellowships),Major Award,True,False,False
1008,"Rhodes Trust, The",4858,Rhodes Scholar,416864,Ian Sue Wing,1994.0,371831,U63088348,0000-0003-1177-3589,"Sue Wing, Ian J",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,31.0,1990s,Rhodes Scholar,Standard Award,False,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1020270,Samuel A Isaacson,2013.0,371840,U99514778,0000-0002-7543-8619,"Isaacson, Samuel A",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,12.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,False,False,False
1863,"United States Institute of Peace, The",10286,Peace Scholar Fellowship Program,1079403,Roberta Micallef,1993.0,371841,U33157876,,"Micallef, Roberta",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,32.0,1990s,Peace Scholar Fellowship Program,Standard Award,False,False,False
237,National Humanities Center,2157,NHC Fellow,305555,SUSANNE SREEDHAR,2011.0,371843,U93317863,,"Sreedhar, Susanne J",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,14.0,2010s,NHC Fellow,Major Award,False,False,False
92,American Physical Society,3020,APS Fellow,289901,Plamen Ch. Ivanov,2010.0,371851,U07842162,0000-0001-7629-762X,"Ivanov, Plamen Ch",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,15.0,2010s,APS Fellow,Standard Award,False,False,False
409,W. M. Keck Foundation,6447,Keck Medical Research Area Grant,578865,Plamen Ch. Ivanov,2015.0,371851,U07842162,0000-0001-7629-762X,"Ivanov, Plamen Ch",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,10.0,2010s,Keck Medical Research Area Grant,Standard Award,True,False,False
220,National Academy of Education,2002,Spencer Fellow,328415,Scott Seider,2013.0,371886,U29347799,0000-0002-7559-7695,"Seider, Scott",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,12.0,2010s,Spencer Fellow,Notable Award,False,False,False
354,John Templeton Foundation,10695,Templeton Grants,1061017,Scott Seider,2015.0,371886,U29347799,0000-0002-7559-7695,"Seider, Scott",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,10.0,2010s,Templeton Grants,Standard Award,True,False,False
354,John Templeton Foundation,10695,Templeton Grants,1627281,Scott Seider,2022.0,371886,U29347799,0000-0002-7559-7695,"Seider, Scott",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Templeton Grants,Standard Award,True,False,False
412,Howard Hughes Medical Institute (HHMI),4612,HHMI Professor,366280,Muhammad Zaman,2014.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,11.0,2010s,HHMI Professor,Standard Award,False,False,False
492,American Institute for Medical and Biological Engineering,3606,Fellow,545035,Muhammad Zaman,2015.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,10.0,2010s,Fellow,Standard Award,True,False,False
409,W. M. Keck Foundation,9228,National Academies Keck Futures Initiative (NAKFI) Grant,862230,MUHAMMAD H. ZAMAN,2009.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,16.0,2000s,National Academies Keck Futures Initiative (NAKFI) Grant,Standard Award,False,False,True
409,W. M. Keck Foundation,9228,National Academies Keck Futures Initiative (NAKFI) Grant,862241,MUHAMMAD HAMID ZAMAN,2009.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,16.0,2000s,National Academies Keck Futures Initiative (NAKFI) Grant,Standard Award,False,False,True
1674,Bill and Melinda Gates Foundation,8727,Gates Global Grand Challenges,836107,Muhammad Zaman,2012.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Gates Global Grand Challenges,Standard Award,False,False,False
1674,Bill and Melinda Gates Foundation,8727,Gates Global Grand Challenges,836907,Muhammad Zaman,2015.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,10.0,2010s,Gates Global Grand Challenges,Standard Award,True,False,False
221,National Academy of Engineering,7726,US Frontiers of Engineering Participant,724594,Muhammad Zaman,2009.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,16.0,2000s,US Frontiers of Engineering Participant,Standard Award,False,False,False
221,National Academy of Engineering,10820,Frontiers of Engineering Education (FOEE),987058,Muhammad Zaman,2010.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,15.0,2010s,Frontiers of Engineering Education (FOEE),Standard Award,False,False,False
191,John Simon Guggenheim Memorial Foundation,1809,Guggenheim Fellowship,1176243,Muhammad Hamid Zaman,2020.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Guggenheim Fellowship,Major Award,True,False,False
221,National Academy of Engineering,20254,Japan-America Frontiers of Engineering Symposium Participant,1528944,Muhammad Hamid Zaman,2011.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,14.0,2010s,Japan-America Frontiers of Engineering Symposium Participant,Standard Award,False,False,False
328,Andrew W. Mellon Foundation,15138,Sawyer Seminar,1610245,Muhammad Zaman,2022.0,371892,U27247837,0000-0002-3723-5431,"Zaman, Muhammad H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Sawyer Seminar,Standard Award,True,False,False
1290,ADEAGies Foundation,6691,"Gies Award for Outstanding Innovation, Dental Educator",598487,Michelle M. Henshaw,2011.0,371900,U15424239,0000-0003-2586-8466,"Henshaw, Michelle",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,14.0,2010s,"Gies Award for Outstanding Innovation, Dental Educator",Standard Award,False,False,False
1290,ADEAGies Foundation,6692,"Award for Outstanding Vision, Dental Educator",598499,Raul I. Garcia,2014.0,371901,U58814789,0000-0003-2153-4629,"Garcia, Raul",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,11.0,2010s,"Award for Outstanding Vision, Dental Educator",Standard Award,False,False,False
2398,American Association for Dental Research,13464,AADR Fellows,1591506,Raul Garcia,2023.0,371901,U58814789,0000-0003-2153-4629,"Garcia, Raul",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,AADR Fellows,Standard Award,True,False,False
413,National Bureau of Economic Research(NBER),3019,NBER Affiliated Scholars,206152,Iain M. Cockburn,1989.0,371940,U92305803,0000-0003-2034-0187,"Cockburn, Iain",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,36.0,1980s,NBER Affiliated Scholars,Standard Award,False,False,False
1226,Strategic Management Society,6419,Dan and Mary Lou Schendel Best Paper Prize,576991,Iain M. Cockburn,2010.0,371940,U92305803,0000-0003-2034-0187,"Cockburn, Iain",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,15.0,2010s,Dan and Mary Lou Schendel Best Paper Prize,Standard Award,False,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1014680,Chrysanthos  Dellarocas,2000.0,371942,U19091875,0000-0001-6105-0130,"Dellarocas, Chrysanthos",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,25.0,2000s,Faculty Early Career Development (CAREER) Program,Notable Award,False,False,False
199,Institute for Operations Research and the Management Sciences (INFORMS),6413,Information Systems Society/Distinguished Fellow,1335819,Chrysanthos Dellarocas,2020.0,371942,U19091875,0000-0001-6105-0130,"Dellarocas, Chrysanthos",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Information Systems Society - Distinguished Fellow,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,603344,"VAN ALSTYNE, MARSHALL",1999.0,371943,U61012974,0000-0002-1729-8814,"Van Alstyne, Marshall",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,26.0,1990s,Faculty Early Career Development (CAREER) Program,Notable Award,False,False,False
975,Association for Information Systems,4689,Best Information Systems Publications Award,874395,Marshall Van Alstyne,2018.0,371943,U61012974,0000-0002-1729-8814,"Van Alstyne, Marshall",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Best Information Systems Publications Award,Standard Award,True,False,False
