awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate
199,"Institute for Operations Research and the Management Sciences (INFORMS)",24260,"Information Systems Society/ISS Practical Impacts Award",1752734,"Marshall Van Alstyne","2020",371943,"U61012974","0000-0002-1729-8814","VAN ALSTYNE, MARSHALL","Boston University","Not Designated",12/6/2024 3:24:46 AM
1086,"American Marketing Association",6429,"John A. Howard/AMA Doctoral Dissertation Award",585207,"Susan Fournier","1995",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1086,"American Marketing Association",6425,"Shelby D. Hunt/Harold H. Maynard Award",585732,"Susan Fournier","1999",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1088,"Association for Consumer Research",6430,"JCR Long-Term Contribution Award",577233,"Susan Fournier","2011",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1089,"Journal of Consumer Research",6431,"JCR Best Article",577260,"Susan Fournier","2007",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1089,"Journal of Consumer Research",6431,"JCR Best Article",583844,"Susan Fournier","2001",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1086,"American Marketing Association",8474,"AMA-Sheth Foundation Doctoral Consortium Fellows",800795,"Susan Fournier","1992",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1087,"Marketing Science Institute",8489,"MSI Young Scholars",799717,"Susan Fournier","2001",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1089,"Journal of Consumer Research",9086,"Outstanding Reviewer Award",858893,"Susan Fournier","2002",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
98,"American Psychological Association",5169,"Division 23-Society for Consumer Psychology-SCP Distinguished Scientific Contribution Award",1380401,"Susan Fournier","2021",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1088,"Association for Consumer Research",5382,"ACR Fellows",1776027,"Susan Fournier","2023",371960,"U31425078","","FOURNIER, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
199,"Institute for Operations Research and the Management Sciences (INFORMS)",6237,"Marketing Science Society/Gary L. Lilien MSI/ISMS Practice Prize",932053,"Shuba Srinivasan","2018",371962,"U70664638","0000-0002-0024-5169","SRINIVASAN, SHUBA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1086,"American Marketing Association",8474,"AMA-Sheth Foundation Doctoral Consortium Fellows",800534,"Shuba Srinivasan","1993",371962,"U70664638","0000-0002-0024-5169","SRINIVASAN, SHUBA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1660,"Amazon",8689,"Amazon Research Awards",1617279,"Shuba Srinivasan","2022",371962,"U70664638","0000-0002-0024-5169","SRINIVASAN, SHUBA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1087,"Marketing Science Institute",9574,"Clayton Dissertation Proposal Competition",893641,"Jonathan D. Hibbard","1992",371965,"U22762317","","HIBBARD, JONATHAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1086,"American Marketing Association",8474,"AMA-Sheth Foundation Doctoral Consortium Fellows",796354,"Remi Trudel","2007",371967,"U41016026","","TRUDEL, REMI","Boston University","Not Designated",12/6/2024 3:24:46 AM
1086,"American Marketing Association",19607,"JPP&M Outstanding Reviewers",1438874,"Remi Trudel","2020",371967,"U41016026","","TRUDEL, REMI","Boston University","Not Designated",12/6/2024 3:24:46 AM
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",206955,"Megan MacGarvie","2005",371974,"U15943558","0000-0001-5689-4451","MACGARVIE, MEGAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",206458,"James B. Rebitzer","1999",371983,"U79639547","","REBITZER, JAMES B","Boston University","Not Designated",12/6/2024 3:24:46 AM
1613,"National Institute for Health Care Management Foundation",8484,"Health Care Research Award",799123,"James B. Rebitzer","2004",371983,"U79639547","","REBITZER, JAMES B","Boston University","Not Designated",12/6/2024 3:24:46 AM
3372,"IZA Institute of Labor Economics",21708,"IZA Research Fellow",1542120,"Rebitzer, James B.","2005",371983,"U79639547","","REBITZER, JAMES B","Boston University","Not Designated",12/6/2024 3:24:46 AM
3296,"International Health Economics Association",19996,"Kenneth J. Arrow Award",1507479,"James B. Rebitzer","2012",371983,"U79639547","","REBITZER, JAMES B","Boston University","Not Designated",12/6/2024 3:24:46 AM
1091,"Production and Operations Management Society",5389,"Wickham Skinner Awards: Early-Career Research Accomplishments Award",535417,"Justin Ren","2007",371990,"U35942241","","REN, ZHONG JUSTIN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1101,"Academy of Management",5441,"Academy of Management Review/AMR Best Paper Award",585671,"Kahn, William A","1995",372000,"U04671705","","KAHN, WILLIAM","Boston University","Not Designated",12/6/2024 3:24:46 AM
147,"American Sociological Association",1530,"Communications, Information Technologies and Media Sociology Section/CITAMS Paper Award",319347,"Siobhan O'Mahony","2005",372007,"U18938371","0000-0001-8289-0374","O'MAHONY, SIOBHAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1566,"University of Virginia",8157,"Batten Institute for Entrepreneurship and Innovation/Batten Fellows",850043,"Siobh?n O?Mahony","2018",372007,"U18938371","0000-0001-8289-0374","O'MAHONY, SIOBHAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",206228,"Jeffrey L. Furman","2004",372009,"U20566605","0000-0002-6273-8380","FURMAN, JEFFREY","Boston University","Not Designated",12/6/2024 3:24:46 AM
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",207150,"Timothy Simcoe","2009",372011,"U48176464","0000-0002-5950-660X","SIMCOE, TIMOTHY S","Boston University","Not Designated",12/6/2024 3:24:46 AM
1101,"Academy of Management",6112,"Strategic Management Division/Glueck Best Paper Award",549305,"Tim Simcoe","2008",372011,"U48176464","0000-0002-5950-660X","SIMCOE, TIMOTHY S","Boston University","Not Designated",12/6/2024 3:24:46 AM
312,"American Library Association",2648,"Notable Books for Adults",197813,"Ha Jin","2000",372031,"U33612924","","JIN, XUEFEI","Boston University","Prestigious",12/6/2024 3:24:46 AM
368,"PEN/Faulkner Foundation",2878,"PEN/Faulkner Award for Fiction",198181,"Ha Jin","2000",372031,"U33612924","","JIN, XUEFEI","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
368,"PEN/Faulkner Foundation",2878,"PEN/Faulkner Award for Fiction",198186,"Ha Jin","2005",372031,"U33612924","","JIN, XUEFEI","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
468,"American Academy in Berlin",3522,"Berlin Prize Fellow",262557,"Ha Jin","2008",372031,"U33612924","","JIN, XUEFEI","Boston University","Not Designated",12/6/2024 3:24:46 AM
6,"American Academy of Arts and Sciences",101,"American Academy of Arts and Sciences Member/Fellow",51730,"Xuefei (Ha) Jin","2006",372031,"U33612924","","JIN, XUEFEI","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
228,"National Book Foundation",2092,"National Book Award-Fiction",17344,"Ha Jin","1999",372031,"U33612924","","JIN, XUEFEI","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
191,"John Simon Guggenheim Memorial Foundation",1809,"Guggenheim Fellowship",16739,"Ha Jin","1999",372031,"U33612924","","JIN, XUEFEI","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
486,"PEN America",7180,"PEN New England/PEN-Hemingway Award for Debut Novel",637475,"Ha Jin","1997",372031,"U33612924","","JIN, XUEFEI","Boston University","Not Designated",12/6/2024 3:24:46 AM
1744,"University of Georgia Press, The",9364,"Flannery O'Connor Award for Short Fiction",874783,"Ha Jin","1997",372031,"U33612924","","JIN, XUEFEI","Boston University","Not Designated",12/6/2024 3:24:46 AM
1643,"Wallace Foundation",8573,"Lila Wallace-Reader's Digest Writers' Award",826841,"HA JIN","1999",372031,"U33612924","","JIN, XUEFEI","Boston University","Not Designated",12/6/2024 3:24:46 AM
486,"PEN America",3586,"PEN/O. Henry Prize Stories",1131655,"Ha Jin","2009",372031,"U33612924","","JIN, XUEFEI","Boston University","Not Designated",12/6/2024 3:24:46 AM
250,"Optical Society of America, The (OSA)",2252,"OSA Fellow",221247,"Siddharth Ramachandran","2010",372112,"U15776400","0000-0001-9356-6377","RAMACHANDRAN, SIDDHARTH","Boston University","Prestigious",12/6/2024 3:24:46 AM
350,"Institute for Electrical and Electronics Engineers (IEEE)",3526,"IEEE Fellow",868967,"Siddharth Ramachandran","2019",372112,"U15776400","0000-0001-9356-6377","RAMACHANDRAN, SIDDHARTH","Boston University","Not Designated",12/6/2024 3:24:46 AM
515,"International Society for Optics and Photonics (SPIE)",3734,"SPIE Fellow",906506,"Ramachandran, Siddharth","2019",372112,"U15776400","0000-0001-9356-6377","RAMACHANDRAN, SIDDHARTH","Boston University","Not Designated",12/6/2024 3:24:46 AM
937,"Department of Defense (DOD)",4375,"Vannevar Bush Faculty Fellow",1023377,"Siddharth Ramachandran","2019",372112,"U15776400","0000-0001-9356-6377","RAMACHANDRAN, SIDDHARTH","Boston University","Not Designated",12/6/2024 3:24:46 AM
92,"American Physical Society",3020,"APS Fellow",1550654,"Siddharth Ramachandran","2022",372112,"U15776400","0000-0001-9356-6377","RAMACHANDRAN, SIDDHARTH","Boston University","Not Designated",12/6/2024 3:24:46 AM
286,"American Association for the Advancement of Science, The (AAAS)",3444,"AAAS Fellow",1716674,"Siddharth Ramachandran","2023",372112,"U15776400","0000-0001-9356-6377","RAMACHANDRAN, SIDDHARTH","Boston University","Prestigious",12/6/2024 3:24:46 AM
1177,"United States Association for Computational Mechanics",6069,"Gallagher Young Investigator Award",556344,"Harold Park","2009",372118,"U84287308","0000-0001-5365-7776","PARK, HAROLD S","Boston University","Not Designated",12/6/2024 3:24:46 AM
139,"American Society of Mechanical Engineers (ASME)",8317,"Sia Nemat-Nasser Early Career Award",808954,"Harold S. Park","2012",372118,"U84287308","0000-0001-5365-7776","PARK, HAROLD S","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1019858,"Harold Park","2007",372118,"U84287308","0000-0001-5365-7776","PARK, HAROLD S","Boston University","Prestigious",12/6/2024 3:24:46 AM
937,"Department of Defense (DOD)",13354,"Defense Advanced Research Projects Agency (DARPA) Young Faculty Award (YFA)",1053516,"Park, Harold","2007",372118,"U84287308","0000-0001-5365-7776","PARK, HAROLD S","Boston University","Not Designated",12/6/2024 3:24:46 AM
139,"American Society of Mechanical Engineers (ASME)",1367,"Fellow",1564663,"Harold Park","2016",372118,"U84287308","0000-0001-5365-7776","PARK, HAROLD S","Boston University","Not Designated",12/6/2024 3:24:46 AM
1177,"United States Association for Computational Mechanics",6070,"USACM Fellows Award",1518347,"Harold Park","2021",372118,"U84287308","0000-0001-5365-7776","PARK, HAROLD S","Boston University","Not Designated",12/6/2024 3:24:46 AM
966,"American Accounting Association",4473,"AAA/Deloitte Foundation Wildman Medal Award",361958,"Peter Wysocki","2011",372970,"U24286495","0000-0002-6825-7457","WYSOCKI, PETER","Boston University","Not Designated",12/6/2024 3:24:46 AM
966,"American Accounting Association",4474,"Distinguished Contribution to Accounting Literature Award",371254,"Peter Wysocki","2014",372970,"U24286495","0000-0002-6825-7457","WYSOCKI, PETER","Boston University","Not Designated",12/6/2024 3:24:46 AM
966,"American Accounting Association",4477,"Notable Contributions to Accounting Literature Award",371488,"Peter D. Wysocki","2014",372970,"U24286495","0000-0002-6825-7457","WYSOCKI, PETER","Boston University","Not Designated",12/6/2024 3:24:46 AM
1130,"Harvard University",5776,"Edmond J. Safra Foundation Center for Ethics/Faculty Fellows",480149,"James E. Fleming","1999",373163,"U39671581","","FLEMING, JAMES E","Boston University","Prestigious",12/6/2024 3:24:46 AM
1101,"Academy of Management",6198,"Organizations and the Natural Environment Division/Distinguished Scholar Award",553143,"Andrew King","2015",378435,"U68173203","0000-0003-4153-0326","KING, ANDREW A","Boston University","Not Designated",12/6/2024 3:24:46 AM
1101,"Academy of Management",5439,"Academy of Management Journal AMJ Best Paper Award",533962,"Andrew King","2009",378435,"U68173203","0000-0003-4153-0326","KING, ANDREW A","Boston University","Not Designated",12/6/2024 3:24:46 AM
2392,"Aspen Institute, The",13430,"Faculty Pioneer Award",1081742,"Andrew King","2001",378435,"U68173203","0000-0003-4153-0326","KING, ANDREW A","Boston University","Not Designated",12/6/2024 3:24:46 AM
3037,"Entrepreneur and Innovation Exchange (EIX)",18666,"Schulze Publication Awards",1348509,"Andrew King","2017",378435,"U68173203","0000-0003-4153-0326","KING, ANDREW A","Boston University","Not Designated",12/6/2024 3:24:46 AM
1639,"Alliance for Research on Corporate Sustainability",8560,"Outstanding Paper Award",1480427,"Andrew King","2021",378435,"U68173203","0000-0003-4153-0326","KING, ANDREW A","Boston University","Not Designated",12/6/2024 3:24:46 AM
1904,"Society for Epidemiologic Research",10466,"Kenneth Rothman Career Accomplishment Award",969402,"Kenneth Rothman","2017",381576,"U15955267","0000-0003-2398-1705","ROTHMAN, KENNETH J","Boston University","Not Designated",12/6/2024 3:24:46 AM
3224,"American College of Epidemiology",19670,"Abraham Lilienfeld Award",1461950,"Kenneth J. Rothman","2014",381576,"U15955267","0000-0003-2398-1705","ROTHMAN, KENNETH J","Boston University","Not Designated",12/6/2024 3:24:46 AM
1739,"Association of Schools and Programs of Public Health",9332,"ASPPH Teaching Excellence Award",874330,"Matthew Fox","2018",381580,"U10679953","0000-0001-9887-0634","FOX, MATTHEW","Boston University","Not Designated",12/6/2024 3:24:46 AM
1656,"American Journal of Epidemiology",8619,"Reviewer of the Year",831381,"Matthew Fox","2015",381580,"U10679953","0000-0001-9887-0634","FOX, MATTHEW","Boston University","Not Designated",12/6/2024 3:24:46 AM
1904,"Society for Epidemiologic Research",10471,"Tyroler Student Prize Paper Award",969451,"Matthew Fox","2007",381580,"U10679953","0000-0001-9887-0634","FOX, MATTHEW","Boston University","Not Designated",12/6/2024 3:24:46 AM
1904,"Society for Epidemiologic Research",10467,"Noel Weiss & Tom Koepsell Award for Excellence in Education",1321809,"Matthew Fox","2020",381580,"U10679953","0000-0001-9887-0634","FOX, MATTHEW","Boston University","Not Designated",12/6/2024 3:24:46 AM
1656,"American Journal of Epidemiology",8619,"Reviewer of the Year",1489985,"Matthew P. Fox","2019",381580,"U10679953","0000-0001-9887-0634","FOX, MATTHEW","Boston University","Not Designated",12/6/2024 3:24:46 AM
1755,"Association of American Physicians",9445,"Elected Member",885760,"Anthony Hollenberg","1900",382839,"2023-18-AA","0000-0001-5760-1868","HOLLENBERG, ANTHONY","Boston University","Not Designated",12/6/2024 3:24:46 AM
1341,"Association for Research in Vision and Ophthalmology",8172,"Gold Fellow",768898,"Andrew Taylor","2015",384978,"2023-41-AA","0000-0002-0330-8591","TAYLOR, ANDREW","Boston University","Not Designated",12/6/2024 3:24:46 AM
492,"American Institute for Medical and Biological Engineering",3606,"Fellow",610257,"David A. Boas","2017",385371,"U61773952","0000-0002-6709-7711","BOAS, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
515,"International Society for Optics and Photonics (SPIE)",3734,"SPIE Fellow",606006,"Boas, David","2017",385371,"U61773952","0000-0002-6709-7711","BOAS, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
515,"International Society for Optics and Photonics (SPIE)",3736,"Britton Chance Biomedical Optics Award",592581,"David Alan Boas","2016",385371,"U61773952","0000-0002-6709-7711","BOAS, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
250,"Optical Society of America, The (OSA)",2252,"OSA Fellow",817804,"David Boas","2018",385371,"U61773952","0000-0002-6709-7711","BOAS, DAVID","Boston University","Prestigious",12/6/2024 3:24:46 AM
3522,"Academy for Radiology & Biomedical Imaging Research",23612,"Distinguished Investigator (DI) Award",1659907,"Boas?, David? A.","2015",385371,"U61773952","0000-0002-6709-7711","BOAS, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
1342,"American Society for Bone and Mineral Research",7504,"John Haddad Young Investigator Award",654303,"Paola Divieti Pajevic","2000",386948,"U69957004","0000-0001-9853-9837","DIVIETI PAJEVIC, PAOLA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1342,"American Society for Bone and Mineral Research",16956,"Fellow",1546704,"Paola Divieti Pajevic","2022",386948,"U69957004","0000-0001-9853-9837","DIVIETI PAJEVIC, PAOLA","Boston University","Not Designated",12/6/2024 3:24:46 AM
147,"American Sociological Association",1561,"Sociology of Law Section/Distinguished Article Award",424099,"Heather Schoenfeld","2014",387886,"U73651035","0000-0003-2659-2027","SCHOENFELD, HEATHER","Boston University","Not Designated",12/6/2024 3:24:46 AM
356,"Law and Society Association",8716,"Dissertation Prize",848366,"Heather Schoenfeld","2010",387886,"U73651035","0000-0003-2659-2027","SCHOENFELD, HEATHER","Boston University","Not Designated",12/6/2024 3:24:46 AM
1988,"Alpha-1 Foundation",11554,"Research Grant",1744174,"Valerie Gouon-Evans","2023",390443,"U73690294","0000-0001-5424-6573","VALERIE, GOUON-EVANS","Boston University","Not Designated",12/6/2024 3:24:46 AM
189,"Gerontological Society of America, The",1800,"Richard Kalish Innovative Publication Award",538660,"M. Maria Glymour","2015",393270,"U53334949","0000-0001-9644-3081","GLYMOUR, MARIA","Boston University","Prestigious",12/6/2024 3:24:46 AM
1656,"American Journal of Epidemiology",8619,"Reviewer of the Year",927821,"M. Maria Glymour","2018",393270,"U53334949","0000-0001-9644-3081","GLYMOUR, MARIA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1656,"American Journal of Epidemiology",8619,"Reviewer of the Year",831393,"Maria Glymour","2016",393270,"U53334949","0000-0001-9644-3081","GLYMOUR, MARIA","Boston University","Not Designated",12/6/2024 3:24:46 AM
442,"American Heart Association (AHA)",14725,"Scientist Development Grant",1104918,"GLYMOUR, M MARIA","2010",393270,"U53334949","0000-0001-9644-3081","GLYMOUR, MARIA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1089,"Journal of Consumer Research",5383,"JCR Ferber Award",428669,"Anat Keinan","2011",393375,"U36715648","","KEINAN, ANAT","Boston University","Not Designated",12/6/2024 3:24:46 AM
1087,"Marketing Science Institute",8489,"MSI Young Scholars",799535,"Anat Keinan","2013",393375,"U36715648","","KEINAN, ANAT","Boston University","Not Designated",12/6/2024 3:24:46 AM
1086,"American Marketing Association",8474,"AMA-Sheth Foundation Doctoral Consortium Fellows",797819,"Anat Keinan","2005",393375,"U36715648","","KEINAN, ANAT","Boston University","Not Designated",12/6/2024 3:24:46 AM
1087,"Marketing Science Institute",23741,"MSI Scholars",1681384,"Anat Keinan","2020",393375,"U36715648","","KEINAN, ANAT","Boston University","Not Designated",12/6/2024 3:24:46 AM
1011,"Royal Economic Society",4872,"Economic Journal Referee Prize",409665,"Lucy White","2010",393466,"U49826029","","WHITE, LUCY","Boston University","Not Designated",12/6/2024 3:24:46 AM
966,"American Accounting Association",19856,"Financial Accounting and Reporting Section/FARS Outstanding Discussion Award",1480671,"Francois Brochet","2020",393691,"U28664969","0000-0001-8435-3943","BROCHET, FRANCOIS","Boston University","Not Designated",12/6/2024 3:24:46 AM
966,"American Accounting Association",24555,"Financial Accounting and Reporting Section/Outstanding Discussion Award",1761892,"Francois Brochet","2020",393691,"U28664969","0000-0001-8435-3943","BROCHET, FRANCOIS","Boston University","Not Designated",12/6/2024 3:24:46 AM
966,"American Accounting Association",24555,"Financial Accounting and Reporting Section/Outstanding Discussion Award",1761973,"Francois Brochet","2024",393691,"U28664969","0000-0001-8435-3943","BROCHET, FRANCOIS","Boston University","Not Designated",12/6/2024 3:24:46 AM
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",358470,"Joshua  Goodman","2014",393723,"U19730884","0000-0002-3650-2075","GOODMAN, JOSHUA S","Boston University","Not Designated",12/6/2024 3:24:46 AM
13,"American Antiquarian Society",2996,"The Drawn-to-Art Fellowship",201441,"Ross Barrett","2005",400393,"U31467027","","BARRETT, ROSS","Boston University","Not Designated",12/6/2024 3:24:46 AM
173,"College Art Association",1729,"Arthur Kingsley Porter Prize",303764,"Ross Barrett","2011",400393,"U31467027","","BARRETT, ROSS","Boston University","Not Designated",12/6/2024 3:24:46 AM
259,"Center for the Advanced Study in the Visual Arts",3032,"Predoctoral Fellowship Program",549495,"Ross Barrett","2007",400393,"U31467027","","BARRETT, ROSS","Boston University","Not Designated",12/6/2024 3:24:46 AM
1134,"Smithsonian Institution",6850,"American Art Museum/Patricia and Phillip Frost Essay Award",608084,"Ross Barrett","2016",400393,"U31467027","","BARRETT, ROSS","Boston University","Not Designated",12/6/2024 3:24:46 AM
1302,"Nineteenth-Century Studies Association",6741,"NCSA Emerging Scholars Award",600963,"Ross Barrett","2012",400393,"U31467027","","BARRETT, ROSS","Boston University","Not Designated",12/6/2024 3:24:46 AM
173,"College Art Association",13238,"Wyeth Foundation for American Art Publication Grant",1324547,"Ross Barrett","2013",400393,"U31467027","","BARRETT, ROSS","Boston University","Not Designated",12/6/2024 3:24:46 AM
410,"Whiting Foundation",19623,"Whiting Public Engagement Seed Grant",1447064,"David Carballo","2020",404578,"U23511378","0000-0002-9546-6318","CARBALLO, DAVID MANUEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
134,"American Society of Ichthyologists and Herpetologists",17085,"Best Papers",1218175,"Peter M. Buston","2019",404597,"U12736038","0000-0001-5513-8259","BUSTON, PETER M","Boston University","Not Designated",12/6/2024 3:24:46 AM
134,"American Society of Ichthyologists and Herpetologists",17085,"Best Papers",1462065,"Peter M. Buston","2020",404597,"U12736038","0000-0001-5513-8259","BUSTON, PETER M","Boston University","Not Designated",12/6/2024 3:24:46 AM
134,"American Society of Ichthyologists and Herpetologists",17085,"Best Papers",1766702,"Peter M. Buston","2022",404597,"U12736038","0000-0001-5513-8259","BUSTON, PETER M","Boston University","Not Designated",12/6/2024 3:24:46 AM
438,"Pew Charitable Trusts, The",3329,"Pew Scholars in the Biomedical Sciences",322589,"Xue Han","2012",404600,"U47194825","","HAN, XUE","Boston University","Prestigious",12/6/2024 3:24:46 AM
238,"President of the United States of America",2158,"Presidential Early Career Awards for Scientists and Engineers (PECASE)",338109,"Xue Han","2012",404600,"U47194825","","HAN, XUE","Boston University","Prestigious",12/6/2024 3:24:46 AM
3,"Alfred P. Sloan Foundation",29,"Sloan Research Fellowship-Neuroscience",274157,"Xue Han","2011",404600,"U47194825","","HAN, XUE","Boston University","Prestigious",12/6/2024 3:24:46 AM
221,"National Academy of Engineering",7726,"US Frontiers of Engineering Participant",723307,"Xue Han","2017",404600,"U47194825","","HAN, XUE","Boston University","Not Designated",12/6/2024 3:24:46 AM
221,"National Academy of Engineering",7726,"US Frontiers of Engineering Participant",723525,"Xue Han","2015",404600,"U47194825","","HAN, XUE","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",9928,"NIH Pathway to Independence Award (K99/R00)",901831,"HAN, XUE","2009",404600,"U47194825","","HAN, XUE","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",13445,"NIH Director?s New Innovator Award (DP2)",1086644,"HAN, XUE","2012",404600,"U47194825","","HAN, XUE","Boston University","Not Designated",12/6/2024 3:24:46 AM
937,"Department of Defense (DOD)",13354,"Defense Advanced Research Projects Agency (DARPA) Young Faculty Award (YFA)",1053627,"Xue Han","2015",404600,"U47194825","","HAN, XUE","Boston University","Not Designated",12/6/2024 3:24:46 AM
1537,"Brain and Behavior Research Foundation",9122,"BBRF Young Investigator Grant",1413005,"Xue Han","2012",404600,"U47194825","","HAN, XUE","Boston University","Not Designated",12/6/2024 3:24:46 AM
221,"National Academy of Engineering",20130,"Grainger Foundation Frontiers of Engineering Grants for Advancement of Interdisciplinary Research",1515976,"Xue Han","2016",404600,"U47194825","","HAN, XUE","Boston University","Not Designated",12/6/2024 3:24:46 AM
492,"American Institute for Medical and Biological Engineering",3606,"Fellow",1575665,"Xue Han","2022",404600,"U47194825","","HAN, XUE","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1017435,"Deborah L Perlstein","2016",404609,"U79961477","0000-0002-7124-9896","PERLSTEIN, DEBORAH","Boston University","Prestigious",12/6/2024 3:24:46 AM
99,"American Public Health Association",947,"Martha May Eliot Award",341501,"Eugene Declercq","2013",404614,"U73814593","0000-0001-5411-3033","DECLERCQ, EUGENE R","Boston University","Not Designated",12/6/2024 3:24:46 AM
1920,"Robert Wood Johnson Foundation",17264,"RWJF Investigator Awards in Health Policy Research",1304469,"Eugene Declercq","2004",404614,"U73814593","0000-0001-5411-3033","DECLERCQ, EUGENE R","Boston University","Not Designated",12/6/2024 3:24:46 AM
1699,"Association of Maternal and Child Health Programs",8935,"Vince Hutchins Leadership Award",1590841,"Eugene R. Declercq","2022",404614,"U73814593","0000-0001-5411-3033","DECLERCQ, EUGENE R","Boston University","Not Designated",12/6/2024 3:24:46 AM
122,"American Society of Addiction Medicine",1190,"John P Mcgovern Award and Lecture On Addiction and Society",271605,"David L. Rosenbloom","2010",404617,"U59920348","0000-0001-5161-2638","ROSENBLOOM, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1020709,"Jonathan Appavoo","2013",404619,"U41431953","","APPAVOO, JONATHAN","Boston University","Prestigious",12/6/2024 3:24:46 AM
3,"Alfred P. Sloan Foundation",25,"Sloan Research Fellowship-Computer Science",355409,"Sharon Goldberg","2014",404620,"U55979203","","GOLDBERG, SHARON","Boston University","Prestigious",12/6/2024 3:24:46 AM
1873,"Internet Research Task Force (IRTF)",10306,"Applied Networking Research Prize (ANRP)",946264,"Sharon Goldberg","2014",404620,"U55979203","","GOLDBERG, SHARON","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1016257,"Sharon Goldberg","2014",404620,"U55979203","","GOLDBERG, SHARON","Boston University","Prestigious",12/6/2024 3:24:46 AM
1136,"Microsoft",5806,"Microsoft Research/Faculty Fellows",535299,"Evimaria Terzi","2010",404621,"U44381037","0000-0001-7809-9993","TERZI, EVIMARIA D","Boston University","Not Designated",12/6/2024 3:24:46 AM
1604,"Google",8593,"Google Faculty Research Award",830494,"Evimaria Terzi","2011",404621,"U44381037","0000-0001-7809-9993","TERZI, EVIMARIA D","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1020291,"Evimaria Terzi","2013",404621,"U44381037","0000-0001-7809-9993","TERZI, EVIMARIA D","Boston University","Prestigious",12/6/2024 3:24:46 AM
1975,"Health Resources in Action",11443,"Deborah Munroe Noonan Memorial Research Fund",1132166,"Jennifer Green","2018",404623,"U84146269","0000-0002-3541-4989","GREEN, JENNIFER G","Boston University","Not Designated",12/6/2024 3:24:46 AM
68,"American Geophysical Union",3545,"Union Fellow",1345437,"Rachel Abercrombie","2020",404625,"U06349143","0000-0003-4515-5420","ABERCROMBIE, RACHEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
